Ensembl	symbol	median	min	max	range
ENSG00000004961	HCCS	2.169705718888471	1.9589995277720667	2.3901029101835873	0.4311033824115207
ENSG00000004975	DVL2	2.5083352034645383	2.237417904030192	2.818827866637787	0.5814099626075953
ENSG00000005001	PRSS22	0.9253815952988206	0.0691689791070819	1.4353773752394963	1.3662083961324143
ENSG00000005007	UPF1	4.193626114021468	3.6356316874669328	4.677841038036842	1.0422093505699093
ENSG00000005020	SKAP2	3.5836504518593433	2.450263667186263	4.657817542486864	2.2075538753006008
ENSG00000005022	SLC25A5	3.696132739339765	3.013845904224177	4.217192244675033	1.2033463404508558
ENSG00000005059	MCUB	2.7399994794154616	2.2121651305858383	3.4629662423734633	1.250801111787625
ENSG00000005073	HOXA11	0.10309572195339305	0.048843094351800245	0.9141722103569987	0.8653291160051985
ENSG00000005075	POLR2J	2.8482058432663777	2.4340548315848762	3.332335358943508	0.8982805273586316
ENSG00000005100	DHX33	1.983289388309208	1.7755979905711976	2.1341688830561356	0.358570892484938
ENSG00000005102	MEOX1	1.5276947255712992	0.8962436616252003	1.8443993057687635	0.9481556441435632
ENSG00000005108	THSD7A	0.9505393793369915	0.06983135979348454	1.548977560521604	1.4791462007281195
ENSG00000005156	LIG3	2.3220123170696207	1.8614451306862463	2.6677709999191372	0.806325869232891
ENSG00000005175	RPAP3	2.3479686872318135	2.0217525271001304	2.831411847743396	0.8096593206432656
ENSG00000005187	ACSM3	1.8336182398565757	1.541305882296818	2.2777247678367307	0.7364188855399127
ENSG00000005189	REXO5	1.4492658416481374	1.008392272146296	1.6792827829030397	0.6708905107567438
ENSG00000005194	CIAPIN1	2.4661349447477052	2.2383424147625886	2.7690939203904765	0.530751505627888
ENSG00000005206	SPPL2B	2.988766138046813	2.543882425803547	3.5207904063762308	0.9769079805726837
ENSG00000005238	ATOSB	3.661769656390596	2.687747010529842	4.545549523393749	1.8578025128639069
ENSG00000005243	COPZ2	1.4722748310459153	0.13898672234220535	1.7528887271835198	1.6139020048413144
ENSG00000005249	PRKAR2B	2.447956843771065	1.7610409822265434	4.114505909978221	2.353464927751678
ENSG00000005302	MSL3	3.633775429448945	3.1264411269482277	4.657817542486864	1.5313764155386362
ENSG00000005339	CREBBP	3.916952400514061	3.173595751625089	5.181540675219671	2.0079449235945823
ENSG00000005379	TSPOAP1	2.459480881452952	1.9226699655803352	3.64880635638588	1.7261363908055447
ENSG00000005381	MPO	1.9212467974371659	1.40181570596327	4.880633448156008	3.4788177421927378
ENSG00000005421	PON1	0.11513495957003346	0.048843094351800245	1.167404980780606	1.1185618864288056
ENSG00000005436	GCFC2	1.857438963200044	1.5147335105709836	2.1811336452256427	0.6664001346546591
ENSG00000005448	WDR54	1.9973423383788147	1.7374218393056047	2.4068385718112175	0.6694167325056128
ENSG00000005469	CROT	1.8327170863061615	1.6048295555449141	2.077435988777914	0.472606433233
ENSG00000005471	ABCB4	1.4702024399774078	0.6779965911494933	1.9776323361661152	1.299635745016622
ENSG00000005483	KMT2E	3.3562635538682444	2.4849161756372085	3.923214997702405	1.4382988220651964
ENSG00000005486	RHBDD2	3.1187925252779536	2.7388722594680694	3.748106634949452	1.0092343754813826
ENSG00000005513	SOX8	1.572346388809908	1.1801508791123339	1.8126405104315872	0.6324896313192534
ENSG00000005700	IBTK	2.163068575745475	1.8233039511101483	2.5632342761336933	0.7399303250235449
ENSG00000005801	ZNF195	1.9654672591389593	1.7717521411104797	2.264072545612811	0.4923204045023313
ENSG00000005810	MYCBP2	3.012487060563849	2.6092709900127695	3.4772340753928375	0.867963085380068
ENSG00000005812	FBXL3	2.81629824210375	2.211682135404713	3.3240456883620593	1.1123635529573463
ENSG00000005844	ITGAL	5.062956926110006	4.232629925428542	5.909838498306288	1.6772085728777464
ENSG00000005882	PDK2	2.412313850159728	2.04281625131107	3.8717247206269834	1.8289084693159134
ENSG00000005884	ITGA3	1.7398694033422237	1.5175572115136338	2.221681370952639	0.7041241594390053
ENSG00000005889	ZFX	2.4079262600244533	2.0543595314168233	2.955377518359735	0.9010179869429118
ENSG00000005893	LAMP2	4.383933140489895	2.967059080414097	4.850129133463077	1.88307005304898
ENSG00000005961	ITGA2B	3.156885325820047	1.7069272955185473	5.402895768326301	3.695968472807754
ENSG00000005981	ASB4	1.1324014309268253	0.162677190904496	1.3266357095032904	1.1639585185987944
ENSG00000006007	GDE1	3.2187157964374156	2.582504989712921	4.231441232568008	1.6489362428550867
ENSG00000006015	REX1BD	2.734448549073882	2.357480714531787	3.1932208255463093	0.8357401110145224
ENSG00000006016	CRLF1	0.8091961481565696	0.05823855048671631	1.268918781506685	1.2106802310199687
ENSG00000006025	OSBPL7	2.448527002976253	1.9763056093681426	2.942800160486234	0.9664945511180916
ENSG00000006042	TMEM98	1.0847921756502514	0.09340552753545402	1.7797874465004144	1.6863819189649605
ENSG00000006047	YBX2	0.7738006715640517	0.07591491474128892	1.34178244297628	1.265867528234991
ENSG00000006059	KRT33A	0.10097713240172652	0.048843094351800245	0.6319465180466517	0.5831034236948515
ENSG00000006062	MAP3K14	3.074642180155957	2.6756993698579463	3.4616158790428178	0.7859165091848714
ENSG00000006071	ABCC8	0.9016813637706224	0.08570025842460736	1.380446027644861	1.2947457692202535
ENSG00000006116	CACNG3	0.482702541963576	0.0492051123223227	1.185452640911313	1.1362475285889904
ENSG00000006118	TMEM132A	0.8808085717843276	0.09056224650044743	1.5420044340370833	1.451442187536636
ENSG00000006125	AP2B1	3.927431039855274	3.506235120209311	4.7440890102142665	1.2378538900049554
ENSG00000006128	TAC1	0.10097713240172652	0.048843094351800245	0.19538054231592522	0.146537447964125
ENSG00000006194	ZNF263	2.5897005461689817	2.282467761623855	2.8829829529756004	0.6005151913517452
ENSG00000006210	CX3CL1	0.9762258255409562	0.12577885661287674	1.296398105555028	1.1706192489421512
ENSG00000006282	SPATA20	2.311214065963174	1.6812902767164477	2.865514109918881	1.184223833202433
ENSG00000006283	CACNA1G	0.8122314438771626	0.06843712848331628	1.2230861357136804	1.1546490072303641
ENSG00000006327	TNFRSF12A	1.79089567881306	1.4970960344252862	2.166963916045775	0.669867881620489
ENSG00000006377	DLX6	1.0336951473899176	0.08261888073250503	1.4639749432960087	1.3813560625635037
ENSG00000006432	MAP3K9	1.716409675212695	1.4720845010413368	1.9148490685282062	0.44276456748686943
ENSG00000006451	RALA	2.3285909039382124	2.0821477906537242	2.7258857743138463	0.643737983660122
ENSG00000006453	BAIAP2L1	1.2935761709733589	0.6930148499183855	1.5915116294849827	0.8984967795665972
ENSG00000006459	KDM7A	2.9714646008860157	2.496903133702548	3.554191188843874	1.0572880551413264
ENSG00000006468	ETV1	0.9427541173635159	0.07912744317670768	1.3838032620239047	1.304675818847197
ENSG00000006530	AGK	2.190135781597457	1.7718733202564456	2.5154960025050377	0.7436226822485921
ENSG00000006534	ALDH3B1	3.3295325000302127	2.546377874215409	4.024940755359131	1.4785628811437217
ENSG00000006555	TTC22	2.170572253232725	1.8423266535471372	2.7414620845690223	0.8991354310218851
ENSG00000006576	PHTF2	2.12309524655658	1.7478793646392232	2.7995941716096024	1.0517148069703792
ENSG00000006606	CCL26	0.10216711069589085	0.048843094351800245	0.8275686096669924	0.7787255153151922
ENSG00000006607	FARP2	2.0776995921502515	1.8153449361725509	2.354884671160021	0.5395397349874702
ENSG00000006611	USH1C	0.10205774532032606	0.048843094351800245	1.0348468278281557	0.9860037334763555
ENSG00000006625	GGCT	1.799614085572953	1.6335628155975148	1.9819222367726164	0.34835942117510155
ENSG00000006634	DBF4	1.8658758861549969	1.635960037798889	2.098212884261521	0.4622528464626321
ENSG00000006638	TBXA2R	1.741177151720067	1.4197592098334408	2.3388580474700045	0.9190988376365636
ENSG00000006652	IFRD1	2.8408863476856685	2.1148303438190954	3.611274502631907	1.4964441588128117
ENSG00000006659	LGALS14	0.7088731677845713	0.05803366817013581	1.3038501519733132	1.2458164838031773
ENSG00000006695	COX10	2.028853628007023	1.83980487782339	2.2018237341190865	0.3620188562956965
ENSG00000006704	GTF2IRD1	1.2489069128643917	0.6775338321981224	1.744694242641273	1.0671604104431507
ENSG00000006712	PAF1	2.9913294257438494	2.484186495215552	3.718007260500967	1.2338207652854152
ENSG00000006715	VPS41	2.7830204552228537	2.456071708038889	3.1732365721658855	0.7171648641269965
ENSG00000006740	ARHGAP44	1.0944018240128308	0.1133197644057497	1.516479097035269	1.4031593326295193
ENSG00000006744	ELAC2	2.7358881281600667	2.3290698520589603	3.225460572826975	0.8963907207680148
ENSG00000006747	SCIN	1.3268197294463036	0.19538054231592522	1.6800198356139475	1.4846392932980224
ENSG00000006756	ARSD	2.31948132574374	1.9661083447880436	2.9075628927812387	0.9414545479931951
ENSG00000006757	PNPLA4	1.724206694887211	1.4904945826445688	2.0233113940472136	0.5328168114026448
ENSG00000006788	MYH13	0.10164371151745398	0.048843094351800245	0.88162857759352	0.8327854832417197
ENSG00000006831	ADIPOR2	3.0330301846011287	2.779737901931219	3.444005654141052	0.6642677522098333
ENSG00000006837	CDKL3	1.281371983711923	0.13898672234220535	1.5370318020423597	1.3980450797001542
ENSG00000007001	UPP2	0.44077823173550407	0.05855949219169307	1.1659088382420673	1.1073493460503743
ENSG00000007038	PRSS21	1.5034209076042644	0.10913180552776351	1.9560054055281724	1.846873600000409
ENSG00000007047	MARK4	2.698628016808458	2.259232533905953	3.1746837486977166	0.9154512147917635
ENSG00000007062	PROM1	0.9966756282538534	0.08518946901096243	1.4889156731030193	1.4037262040920568
ENSG00000007080	CCDC124	2.647213391339176	2.2976635432496675	3.236043181264113	0.9383796380144456
ENSG00000007129	CEACAM21	2.270226292231405	1.889879157895252	2.6807625956098353	0.7908834377145832
ENSG00000007168	PAFAH1B1	3.572477438744251	3.287836597911849	4.129147511529781	0.841310913617932
ENSG00000007171	NOS2	0.8672996888142359	0.07615455088753349	1.279766406148112	1.2036118552605786
ENSG00000007174	DNAH9	0.8338629988660583	0.07253499867846323	1.2188092635779397	1.1462742648994766
ENSG00000007202	BLTP2	3.6676517701513403	3.121915383828196	4.2080672830086625	1.0861518991804666
ENSG00000007216	SLC13A2	0.10463300462579446	0.048843094351800245	0.9742473860709884	0.9254042917191881
ENSG00000007237	GAS7	3.9788432779580147	2.567653241517169	5.0316665299410275	2.4640132884238586
ENSG00000007255	TRAPPC6A	2.348462936010896	1.9860453640169355	2.8433228559737374	0.8572774919568018
ENSG00000007264	MATK	3.010018957049682	2.3076733911408516	4.336274228068482	2.0286008369276303
ENSG00000007306	CEACAM7	0.6664061804965151	0.059999410740348036	1.2716670952041442	1.2116676844637961
ENSG00000007312	CD79B	3.0803952170458455	2.195154215467758	4.432755398853434	2.237601183385676
ENSG00000007314	SCN4A	1.1321500245979585	0.09828072920106189	1.5524841691963354	1.4542034399952735
ENSG00000007341	ST7L	1.8263650875460542	1.6823001637877852	2.1531483747743754	0.47084821098659013
ENSG00000007350	TKTL1	1.7876586595203126	1.441030809314204	2.524798324865139	1.083767515550935
ENSG00000007372	PAX6	0.9938854213961191	0.07897293125631288	1.3819299396138292	1.3029570083575162
ENSG00000007376	RPUSD1	2.6097124039492856	2.2873077190534863	3.0050396140872584	0.7177318950337721
ENSG00000007384	RHBDF1	0.9788923712691984	0.08752299201029831	1.5560926932263495	1.4685697012160512
ENSG00000007392	LUC7L	2.6789546380772173	2.242332025393778	3.127088585534048	0.88475656014027
ENSG00000007402	CACNA2D2	1.8076608810633024	1.387253899992645	2.6460975775078057	1.2588436775151608
ENSG00000007516	BAIAP3	2.3988907949627567	1.6991774699802586	3.801615546475759	2.1024380764955
ENSG00000007520	TSR3	2.70532439344562	2.419140678512466	3.0716714766641955	0.6525307981517297
ENSG00000007541	PIGQ	2.6959294345203086	2.3559626928451083	3.335669035266448	0.9797063424213399
ENSG00000007545	CRAMP1	2.3797485982153423	1.9348562051543852	2.734934444706193	0.800078239551808
ENSG00000007866	TEAD3	1.0979894494563207	0.0618612615298552	1.8792284176594818	1.8173671561296265
ENSG00000007908	SELE	0.10240222066241686	0.0492051123223227	0.9432901918230698	0.8940850795007471
ENSG00000007923	DNAJC11	2.551934780105511	2.177147649167427	2.786037830929062	0.6088901817616348
ENSG00000007933	FMO3	0.6472487783579529	0.05823855048671631	1.1767605452845975	1.1185219947978813
ENSG00000007944	MYLIP	3.1768424815497687	2.4996730300469765	3.640279997417697	1.1406069673707204
ENSG00000007952	NOX1	0.13348939027396362	0.048843094351800245	1.0681611120415888	1.0193180176897885
ENSG00000007968	E2F2	2.2857291999445986	1.910513828950422	3.2317422992978417	1.3212284703474197
ENSG00000008018	PSMB1	3.054928354973791	2.6393595728035497	3.6482543436427997	1.00889477083925
ENSG00000008056	SYN1	1.296398105555028	0.6640807528932137	1.6904272331580419	1.026346480264828
ENSG00000008083	JARID2	3.0429369063128817	2.4721267053089546	3.5951194426889783	1.1229927373800237
ENSG00000008086	CDKL5	1.9709634225365813	1.724633957307617	2.893625301960292	1.168991344652675
ENSG00000008118	CAMK1G	0.10870948469845025	0.048843094351800245	2.0208667175172663	1.972023623165466
ENSG00000008128	CDK11A	2.9434058033315496	2.18548440372342	3.5830542659847935	1.3975698622613737
ENSG00000008130	NADK	5.666200225242084	4.560671173086011	6.088982413104882	1.528311240018871
ENSG00000008196	TFAP2B	0.493916189201204	0.05823855048671631	1.1949960071801218	1.1367574566934056
ENSG00000008197	TFAP2D	0.10319108199100607	0.048843094351800245	0.952725917559194	0.9038828232073938
ENSG00000008226	DLEC1	1.8104039300170796	1.4925697616435398	2.301544350308146	0.808974588664606
ENSG00000008256	CYTH3	1.9763056093681426	1.6983302902865973	2.2602916564818214	0.5619613661952241
ENSG00000008277	ADAM22	1.5092618783362983	0.8844822168639931	1.7311324280468559	0.8466502111828628
ENSG00000008282	SYPL1	2.670882975951659	2.3717849259677237	3.041622128460528	0.6698372024928041
ENSG00000008283	CYB561	2.744556973904013	2.0447218198822514	3.614169059754354	1.5694472398721024
ENSG00000008294	SPAG9	3.1019409655304693	2.3995806766699395	3.6890398506994804	1.289459174029541
ENSG00000008300	CELSR3	1.7334623298716794	1.354016456445372	2.0583497565078677	0.7043333000624956
ENSG00000008311	AASS	1.4913918090581855	1.1669025975614975	1.9577651999345806	0.7908626023730831
ENSG00000008323	PLEKHG6	0.13960932171178167	0.048843094351800245	1.4060866251976945	1.357243530845894
ENSG00000008324	SS18L2	1.9122097589853448	1.6848791534219671	2.223664693067325	0.538785539645358
ENSG00000008382	MPND	2.2385008443559404	1.9491722716994138	2.6486972542589133	0.6995249825594996
ENSG00000008394	MGST1	2.0897828825228926	1.66007808595632	2.7481745861212814	1.0880965001649614
ENSG00000008405	CRY1	1.9056012609496378	1.6254620849638248	2.2273099247234645	0.6018478397596396
ENSG00000008438	PGLYRP1	2.8190626766511504	1.7170803395457546	5.320002096043355	3.602921756497601
ENSG00000008441	NFIX	2.435665330057341	1.7992865614956084	4.389903969566211	2.590617408070602
ENSG00000008513	ST3GAL1	3.8717247206269834	3.3549452128991577	4.654416367771531	1.2994711548723732
ENSG00000008516	MMP25	6.115600468118475	3.9940683834083512	7.323361065610254	3.329292682201903
ENSG00000008517	IL32	5.195199444510436	3.5853317396941673	6.333572549622422	2.748240809928255
ENSG00000008710	PKD1	3.081055108604235	2.554084067297275	3.782404297070915	1.2283202297736402
ENSG00000008735	MAPK8IP2	1.3280990417336695	0.8940847713547527	1.6231702129675856	0.7290854416128328
ENSG00000008838	MED24	2.8200648072387606	2.4234846640278613	3.3306882232503945	0.9072035592225332
ENSG00000008853	RHOBTB2	2.04458912376231	1.7199057295426652	2.3524115404728954	0.6325058109302302
ENSG00000008869	HEATR5B	2.53922880224389	2.0840320351833834	2.9219547541153474	0.837922718931964
ENSG00000008952	SEC62	2.812553543603714	2.198087530876268	3.95992417523341	1.761836644357142
ENSG00000008988	RPS20	4.3153526528977215	3.470447118990169	6.192992128206765	2.7225450092165957
ENSG00000009307	CSDE1	4.642668664260357	4.029415051137876	5.2271559657235676	1.1977409145856912
ENSG00000009335	UBE3C	2.8069363483140393	2.4657904851125734	3.1550765850326674	0.689286099920094
ENSG00000009413	REV3L	2.2105791603879257	1.945423900729206	2.476427538052065	0.5310036373228588
ENSG00000009694	TENM1	1.5404034864660998	1.0232297636937473	2.3335781094249253	1.310348345731178
ENSG00000009709	PAX7	0.10194258787782016	0.048843094351800245	0.7981287974829926	0.7492857031311924
ENSG00000009724	MASP2	0.5330047963586286	0.048843094351800245	1.3500631579668925	1.3012200636150921
ENSG00000009765	IYD	1.073236866250985	0.09998584537408226	1.380533505257226	1.2805476598831438
ENSG00000009780	FAM76A	1.9736865167552553	1.8170954391197602	2.1735261110201343	0.35643067190037403
ENSG00000009790	TRAF3IP3	4.365031862874621	3.5321916878188397	5.50995460094574	1.9777629131269001
ENSG00000009830	POMT2	1.8345138635347862	1.6260492983450416	2.185034437014965	0.5589851386699234
ENSG00000009844	VTA1	2.388717797184716	2.15577551042035	2.687747010529842	0.531971500109492
ENSG00000009950	MLXIPL	0.9255333921761302	0.08750179833764911	1.6997246065146148	1.6122228081769656
ENSG00000009954	BAZ1B	2.8549732735294464	2.4696370002543415	3.352647126538468	0.8830101262841263
ENSG00000010017	RANBP9	2.5505072833296785	2.2609285836464608	2.8745344763496807	0.61360589270322
ENSG00000010030	ETV7	2.2607661632952443	1.277447826184296	3.8826206691283427	2.6051728429440466
ENSG00000010072	SPRTN	1.851805722229373	1.639450154015946	2.0155560958006986	0.37610594178475254
ENSG00000010165	METTL13	2.4985180654692543	2.232471687005892	2.7493491840043087	0.5168774969984167
ENSG00000010219	DYRK4	1.8436164301994737	1.6465537154341807	2.0329207735957397	0.38636705816155903
ENSG00000010244	ZNF207	3.8201426116462716	3.2055942777227773	4.331201462511645	1.1256071847888678
ENSG00000010256	UQCRC1	3.5222684463981575	3.026295089415847	4.068317345005307	1.0420222555894605
ENSG00000010270	STARD3NL	2.282785265603569	1.9578849581243467	2.848729403091576	0.8908444449672295
ENSG00000010278	CD9	2.434589245918068	1.7741648388390934	3.9281589674898085	2.153994128650715
ENSG00000010282	HHATL	0.7898014375722971	0.06030796247119728	1.325279499033548	1.2649715365623506
ENSG00000010292	NCAPD2	2.936986175145854	2.417579088602777	3.3574457463010816	0.9398666576983046
ENSG00000010295	IFFO1	3.2123532127119288	2.7802774581141	3.62667250728358	0.8463950491694803
ENSG00000010310	GIPR	1.7115376996976792	1.408396116394422	2.1101879127133234	0.7017917963189013
ENSG00000010318	PHF7	1.647254280300914	1.4288519130944712	1.7919044281293783	0.3630525150349071
ENSG00000010319	SEMA3G	1.3737002367011126	0.8984635895864996	1.7488745063001065	0.8504109167136069
ENSG00000010322	NISCH	3.72901151751242	3.2210621300910844	4.441568975040232	1.2205068449491474
ENSG00000010327	STAB1	3.715371808551659	1.9128126002135521	4.9982216811085936	3.085409080895041
ENSG00000010361	FUZ	2.2749473551063994	1.9801533168963292	2.961733236144365	0.9815799192480359
ENSG00000010379	SLC6A13	1.121273573868854	0.0911981325791922	1.552582832312278	1.4613846997330857
ENSG00000010404	IDS	4.587763757174993	3.840119983244179	5.310490328233155	1.470370344988976
ENSG00000010438	PRSS3	1.0361143475517072	0.0664974404625567	1.6258548626671285	1.5593574222045719
ENSG00000010539	ZNF200	2.5396098223965313	2.0249008509351913	3.2606847992725823	1.235783948337391
ENSG00000010610	CD4	4.583271714425386	3.467172438413919	5.326294926472544	1.8591224880586248
ENSG00000010626	LRRC23	1.7383028301246464	1.580555719255395	1.8922299159590428	0.3116741967036478
ENSG00000010671	BTK	3.2977533572716684	2.9064360483202902	3.8632964659041726	0.9568604175838824
ENSG00000010704	HFE	1.7637442298231831	1.2898755536358364	2.0961526347827113	0.8062770811468749
ENSG00000010803	SCMH1	2.046927942251811	1.7525705620697707	2.412667393191457	0.6600968311216864
ENSG00000010810	FYN	4.11151418991379	2.971762536139641	4.996012097512808	2.024249561373167
ENSG00000010818	HIVEP2	2.6849868841810167	2.211051533876622	3.5067472694479425	1.2956957355713206
ENSG00000010932	FMO1	0.4986036257989707	0.0492051123223227	1.36232115110681	1.3131160387844873
ENSG00000011007	ELOA	2.6558794471671394	2.3265804570967163	2.93407494333377	0.6074944862370537
ENSG00000011009	LYPLA2	3.4772340753928375	3.0121504588215524	3.804552665848171	0.7924022070266186
ENSG00000011021	CLCN6	2.355797231056458	2.061901994564239	2.64334073996007	0.5814387453958307
ENSG00000011028	MRC2	1.850385452277904	1.3874468268820734	3.020615540337302	1.6331687134552284
ENSG00000011052	NME1-NME2	1.4415993988153037	0.07567544261749891	1.7504263450872386	1.6747509024697398
ENSG00000011083	SLC6A7	1.0592207560286395	0.06687349431775845	1.4557384972785194	1.388865002960761
ENSG00000011105	TSPAN9	1.8906265311850885	1.3901738607052303	2.7358881281600667	1.3457142674548364
ENSG00000011114	BTBD7	2.1995746700726877	1.9099452615995125	2.467799392993315	0.5578541313938026
