Ensembl	symbol	mean_TB	mean_Healthy	log2FoldChange	t_statistic	pvalue	padj	direction
ENSG00000223799		1.6458498911927617	1.497535086832582	0.14831480436017963	10.271988588827815	9.996080253668541e-15	3.2752069266230467e-12	Not significant
ENSG00000180096	SEPTIN1	3.6462579486213547	4.166536073068538	-0.520278124447183	-10.433264775201232	1.0226103316350474e-14	3.292805267864853e-12	Lower in TB
ENSG00000099985	OSM	2.2871190738728306	1.8929980215874456	0.3941210522853851	9.965981772708892	1.1470198752069909e-14	3.630803930400977e-12	Not significant
ENSG00000140939	NOL3	1.7374678255121447	1.5795044624134436	0.15796336309870118	10.369495867291814	1.2175047342840136e-14	3.789686402914706e-12	Not significant
ENSG00000168763	CNNM3	2.681311936489251	2.9364083481009167	-0.25509641161166563	-10.982038654994358	1.460780216038688e-14	4.4723821827440225e-12	Not significant
ENSG00000261487		1.748690668448125	1.613794127636775	0.13489654081134983	9.788801747743504	1.5499582334068034e-14	4.668874188242816e-12	Not significant
ENSG00000170619	COMMD5	2.5478929029773556	2.3940659654951237	0.15382693748223186	10.800575789985873	1.7479412680182006e-14	5.15435001206217e-12	Not significant
ENSG00000004961	HCCS	2.227156681985943	2.094304489469679	0.132852192516264	11.460226111514915	1.766322557142744e-14	5.15435001206217e-12	Not significant
ENSG00000237765	FAM200B	2.3362931358627197	2.1170760026197004	0.21921713324301928	10.410313398489098	1.82479153911711e-14	5.163607088568356e-12	Not significant
ENSG00000187037	GPR141	2.034210337797465	1.8082602235642966	0.22595011423316835	9.804323378802946	1.797552223843319e-14	5.163607088568356e-12	Not significant
ENSG00000138031	ADCY3	2.635708938950337	2.1727112667428745	0.4629976722074627	8.851896127033191	2.1079291517408398e-14	5.705461570711873e-12	Not significant
ENSG00000108387	SEPTIN4	2.467902792020617	1.6686687667436986	0.7992340252769186	9.6429103395175	2.056992128902232e-14	5.705461570711873e-12	Higher in TB
ENSG00000215039	CD27-AS1	1.943167768886562	1.8063774426043837	0.13679032628217835	10.028555385605634	2.0775906453595673e-14	5.705461570711873e-12	Not significant
ENSG00000117174	ZNHIT6	1.9362402476616896	2.0651844462214766	-0.128944198559787	-11.060337922224925	2.1956539719294844e-14	5.8580047971078646e-12	Not significant
ENSG00000167005	NUDT21	2.7618383966810467	2.5975081988711914	0.16433019780985525	10.815546417966525	2.2332342763098436e-14	5.87434976681164e-12	Not significant
ENSG00000167658	EEF2	6.77739734491823	7.065644348813767	-0.28824700389553737	-9.317274141419693	2.4105481656321513e-14	6.252694102964731e-12	Not significant
ENSG00000100142	POLR2F	2.2991888755690435	2.185795343843761	0.11339353172528233	9.933749167801901	2.4503313155462573e-14	6.26882022590985e-12	Not significant
ENSG00000181929	PRKAG1	2.7864798607265238	2.6279355444434858	0.158544316283038	11.342447695105374	2.561225832846256e-14	6.463980223545497e-12	Not significant
ENSG00000232533	FAM131B-AS2	2.0694852084927797	1.8870101872281966	0.18247502126458315	9.671698111173805	2.815205425427683e-14	7.010236870038321e-12	Not significant
ENSG00000165527	ARF6	3.739906568314781	3.9802016709369714	-0.24029510262219045	-11.384606529187437	3.030682703442553e-14	7.447503969670148e-12	Not significant
ENSG00000196405	EVL	4.637169473652432	5.308475009992286	-0.6713055363398537	-10.519988957466506	3.083528279059137e-14	7.478957680481616e-12	Lower in TB
ENSG00000178307	TMEM11	2.4109351553365133	2.22229777446875	0.18863738086776305	10.357012587628567	3.1675846482535115e-14	7.58433472958751e-12	Not significant
ENSG00000197903	H2BC12	2.939869352155932	2.3568867701636376	0.5829825819922942	10.220128324380527	3.5768354996861376e-14	8.45582022685295e-12	Higher in TB
ENSG00000184182	UBE2F	2.856337176947114	2.557084531128684	0.29925264581843036	9.895354366103394	3.717346654237032e-14	8.67814576431635e-12	Not significant
ENSG00000105640	RPL18A	5.902256450048948	6.4223217824131025	-0.5200653323641546	-9.986371119915415	4.6763533796477435e-14	1.0782169841765588e-11	Lower in TB
ENSG00000110080	ST3GAL4	3.1819166556029796	2.652544909936553	0.5293717456664266	10.05959870036046	4.892310224717112e-14	1.1142534848392291e-11	Higher in TB
ENSG00000159685	CHCHD6	1.532035512770283	1.6027532070934636	-0.07071769432318065	-9.333977440082329	5.1293220273424386e-14	1.1541592552126192e-11	Not significant
ENSG00000183621	ZNF438	2.8524445812246815	2.317924260024718	0.5345203211999636	10.99860291871391	5.3317209346445304e-14	1.185419287802634e-11	Higher in TB
ENSG00000073849	ST6GAL1	3.7212868131118464	4.300558447243221	-0.5792716341313744	-11.276955458636857	5.745870114170994e-14	1.2624690617912645e-11	Lower in TB
ENSG00000117318	ID3	2.029477791818521	2.2900885639524224	-0.2606107721339015	-10.400354975771839	6.083012574828819e-14	1.3210039865988722e-11	Not significant
ENSG00000162512	SDC3	2.1525183322235284	1.7023114563682258	0.4502068758553026	9.668904913709783	6.246638834569015e-14	1.3409451364874818e-11	Not significant
ENSG00000120253	NUP43	2.2638658095585966	2.399028592504425	-0.1351627829458284	-10.56195363529384	6.734708602593125e-14	1.429288839341241e-11	Not significant
ENSG00000257017	HP	2.492785262503603	1.7796659406074402	0.7131193218961627	9.221922760081744	6.889967590188683e-14	1.445809378813077e-11	Higher in TB
ENSG00000274922		1.8249289396663289	1.669849291933208	0.15507964773312088	10.209395596978117	7.314799040053242e-14	1.5179020763559372e-11	Not significant
ENSG00000260400		1.2422395001206263	1.388730380585552	-0.14649088046492564	-9.151178407185823	8.138582357727332e-14	1.6287032080085706e-11	Not significant
ENSG00000108669	CYTH1	4.923218167213041	5.3264788822451745	-0.40326071503213345	-11.074469116980477	8.061655035602915e-14	1.6287032080085706e-11	Not significant
ENSG00000106367	AP1S1	2.1023635526543845	1.9903766671687362	0.11198688548564828	9.544870800556424	8.197585219147872e-14	1.6287032080085706e-11	Not significant
ENSG00000043143	JADE2	3.328475537428234	3.7692805652114507	-0.44080502778321673	-11.348381553071784	7.979242412418098e-14	1.6287032080085706e-11	Not significant
ENSG00000133111	RFXAP	1.631083968780327	1.7343306321240743	-0.10324666334374744	-10.27470018393689	8.932753051329303e-14	1.7560852209118535e-11	Not significant
ENSG00000214212	C19orf38	3.9063252710177987	3.413373096502546	0.49295217451525275	11.297474848988779	9.937208869225577e-14	1.933201175433926e-11	Not significant
ENSG00000030419	IKZF2	1.832046278415319	2.0904849952953994	-0.25843871688008035	-10.581707068247916	1.0498393625978531e-13	2.0213195810182994e-11	Not significant
ENSG00000158793	NIT1	2.7651516232405244	2.5313021907355555	0.23384943250496892	10.828810997220797	1.0788301071226989e-13	2.0559419470024004e-11	Not significant
ENSG00000116793	PHTF1	2.3118402477948883	2.069572359198228	0.24226788859666026	9.121370002472256	1.1439031195266708e-13	2.1579327939676873e-11	Not significant
ENSG00000051009	FHIP1B	3.3791884152839433	3.130594801085867	0.24859361419807646	9.57986442527911	1.1565969183957062e-13	2.1600604047958208e-11	Not significant
ENSG00000074319	TSG101	3.078552783708502	2.9382177314109117	0.14033505229759013	10.508475640064397	1.244808809308119e-13	2.3017870616473693e-11	Not significant
ENSG00000172638	EFEMP2	1.9783139225486113	1.8175017358493064	0.16081218669930486	9.700863572616358	1.2927393299307939e-13	2.366980365273285e-11	Not significant
ENSG00000134222	PSRC1	1.9635105238108048	1.8133321355734926	0.15017838823731222	9.71027568830807	1.3125915213278096e-13	2.3799960439143855e-11	Not significant
ENSG00000205155	PSENEN	3.3973563118847943	2.982672742065619	0.4146835698191751	11.82147115030832	1.6751270453627903e-13	2.979492638018616e-11	Not significant
ENSG00000100418	DESI1	3.098585406639162	2.831841910179821	0.2667434964593407	9.966097339556217	1.6639591997443695e-13	2.979492638018616e-11	Not significant
ENSG00000106683	LIMK1	3.695744852801552	3.1345572607977354	0.5611875920038165	10.413451570917108	1.9053503960383746e-13	3.337383058294918e-11	Higher in TB
ENSG00000107485	GATA3	2.2394765674885426	2.5385177216182604	-0.29904115412971777	-10.38798125998094	1.9120796061124239e-13	3.337383058294918e-11	Not significant
ENSG00000149357	LAMTOR1	4.131320020183394	3.816399141079926	0.3149208791034681	10.698910903753225	2.3060664218476597e-13	3.95674138233696e-11	Not significant
ENSG00000129351	ILF3	3.8992260634365463	4.321356842906195	-0.42213077946964894	-10.533816091728598	2.3092996930538053e-13	3.95674138233696e-11	Not significant
ENSG00000131095	GFAP	1.7060655173874772	1.5325574307847787	0.17350808660269856	9.907352522621009	2.663330722602213e-13	4.521851325028993e-11	Not significant
ENSG00000090376	IRAK3	3.4949168919920126	3.051678351341999	0.44323854065001367	9.375136320243072	2.8833633015466793e-13	4.8513236954671876e-11	Not significant
ENSG00000095380	NANS	2.4899177398284724	2.2477665403015883	0.24215119952688413	10.140191001676966	3.0353983273893307e-13	5.0615267109217086e-11	Not significant
ENSG00000110013	SIAE	2.0128879065829413	1.8722680035296284	0.14061990305331284	8.789574512540336	3.3196425415640856e-13	5.486517177544324e-11	Not significant
ENSG00000136231	IGF2BP3	1.7787998338652091	1.4872306019014412	0.29156923196376794	9.98838651559217	4.1141938559176817e-13	6.740060039747248e-11	Not significant
ENSG00000137078	SIT1	2.745243578201772	3.0181837803853035	-0.27294020218353143	-9.068364939812247	4.395625342299718e-13	7.076956801102547e-11	Not significant
ENSG00000100522	GNPNAT1	1.8709973191827511	1.9584336155091344	-0.08743629632638328	-10.160190139492189	4.3953375620992364e-13	7.076956801102547e-11	Not significant
ENSG00000100804	PSMB5	2.436393034164812	2.3039507767169676	0.13244225744784455	9.369439786342573	4.437076120552115e-13	7.082635352771906e-11	Not significant
ENSG00000139675	HNRNPA1L2	1.6930450569437405	1.775270098946382	-0.08222504200264158	-8.902714971461574	4.627008476554965e-13	7.261681538499204e-11	Not significant
ENSG00000133812	SBF2	2.6879786421301834	2.432688964821988	0.25528967730819563	9.996519644711185	4.621127007495507e-13	7.261681538499204e-11	Not significant
ENSG00000161405	IKZF3	3.31479341765177	3.9721287187978014	-0.6573353011460314	-11.104093138170247	4.905994092614912e-13	7.635362139473007e-11	Lower in TB
ENSG00000101363	MANBAL	2.388764137439151	2.218441784697244	0.17032235274190688	10.034186860881961	4.983887719613754e-13	7.647158673428564e-11	Not significant
ENSG00000144749	LRIG1	2.100718009062023	2.348148184324726	-0.2474301752627026	-11.028780120028689	4.995466685362416e-13	7.647158673428564e-11	Not significant
ENSG00000078124	ACER3	2.3734350549802046	2.20054448468563	0.17289057029457444	8.687909605943767	5.621575310660964e-13	8.535653699341802e-11	Not significant
ENSG00000126016	AMOT	1.4796096532586256	1.615634618030518	-0.13602496477189252	-9.798791051871543	5.872772761404713e-13	8.845153555806001e-11	Not significant
ENSG00000148655	LRMDA	1.8275350798371348	1.663140210769285	0.16439486906784984	9.325544796387709	5.981881252200046e-13	8.937409141287044e-11	Not significant
ENSG00000088808	PPP1R13B	1.9927044527768378	2.127708717929516	-0.13500426515267816	-9.491397260668586	6.212470958190393e-13	9.208262509139983e-11	Not significant
ENSG00000115486	GGCX	2.306288418943103	2.1479906120186136	0.15829780692448958	9.947259316552335	6.452531226438701e-13	9.488777416139305e-11	Not significant
ENSG00000170525	PFKFB3	3.661342021645566	3.0985415665785587	0.5628004550670074	9.007124305976445	6.660008997934884e-13	9.717369378549366e-11	Higher in TB
ENSG00000211751	TRBC1	4.180312670290671	4.820197993779906	-0.639885323489235	-9.663625092141002	6.866324434102192e-13	9.940734506301746e-11	Lower in TB
ENSG00000167863	ATP5PD	2.8377033256090285	2.6532271823893887	0.1844761432196398	9.394875563311	7.322431299532779e-13	1.0360130829551075e-10	Not significant
ENSG00000112062	MAPK14	4.684425811436993	4.056059549226943	0.6283662622100499	9.745267616105979	7.307452891205745e-13	1.0360130829551075e-10	Higher in TB
ENSG00000260563		1.9771477951130638	1.8383959081425805	0.13875188697048335	8.40729230296952	7.300327376290045e-13	1.0360130829551075e-10	Not significant
ENSG00000099203	TMED1	2.268767372672911	2.1186939036859105	0.1500734689870007	9.759961761055818	7.446414419949335e-13	1.0456333511802542e-10	Not significant
ENSG00000154511	DIPK1A	1.8411286035629788	1.9681396873846644	-0.12701108382168558	-10.219898533821237	7.905980931450842e-13	1.0980581212674697e-10	Not significant
ENSG00000163568	AIM2	2.513646658936699	1.9172532943312623	0.5963933646054367	9.741330978414315	7.937344526189142e-13	1.0980581212674697e-10	Higher in TB
ENSG00000250508		1.6456050120879255	1.3708396373403149	0.27476537474761065	10.567659979246901	8.332354250074776e-13	1.1442282939293861e-10	Not significant
ENSG00000161944	ASGR2	2.6531707858616773	2.138548239803328	0.5146225460583493	9.52409236768946	8.541362584219471e-13	1.1559310697310351e-10	Higher in TB
ENSG00000279227		1.5057053458678549	1.4064939445908653	0.09921140127698957	8.995707636318443	8.485999465844586e-13	1.1559310697310351e-10	Not significant
ENSG00000187554	TLR5	3.1037422889756567	2.4096083609006307	0.694133928075026	10.334054143690704	8.617293048719587e-13	1.1578170142294028e-10	Higher in TB
ENSG00000156127	BATF	2.3993418697554394	2.1629212165502922	0.23642065320514716	9.410507304315722	8.75951028612833e-13	1.1685186721695194e-10	Not significant
ENSG00000220205	VAMP2	3.954444944291493	4.291065918481793	-0.33662097419030035	-9.832803457082424	8.857618177364675e-13	1.1732260785848415e-10	Not significant
ENSG00000121797	CCRL2	2.02320561718599	1.7661313861952241	0.25707423099076565	8.80200614401228	9.241858327433996e-13	1.2110760103183041e-10	Not significant
ENSG00000162434	JAK1	4.500749299896645	4.892926309783227	-0.39217700988658155	-10.80027301908576	9.273070757952317e-13	1.2110760103183041e-10	Not significant
ENSG00000187231	SESTD1	2.439810704137514	2.0992194432981557	0.3405912608393584	10.402984762446353	9.528609186117596e-13	1.2358076747217518e-10	Not significant
ENSG00000123415	SMUG1	2.277443678677581	2.165568423990367	0.11187525468721393	9.489315758683547	9.731001596796088e-13	1.2533530056673362e-10	Not significant
ENSG00000166527	CLEC4D	2.1347074565126722	1.798576244763536	0.3361312117491362	8.609250198357833	1.022475313357843e-12	1.3031567309385028e-10	Not significant
ENSG00000147642	SYBU	0.9494861374163908	1.2304692095675882	-0.28098307215119744	-8.433095708760206	1.02572306408203e-12	1.3031567309385028e-10	Not significant
ENSG00000273899	NOL12	2.624941894090446	2.4619959111611536	0.1629459829292923	9.55858205924857	1.0432421763613387e-12	1.3079471622203596e-10	Not significant
ENSG00000253276	CCDC71L	2.936831905625179	2.467832608157228	0.4689992974679509	9.431849928617074	1.0435003596639193e-12	1.3079471622203596e-10	Not significant
ENSG00000278869		1.5589894679201663	1.4044033286714095	0.15458613924875686	9.602608182707497	1.104055804758744e-12	1.3746230806449535e-10	Not significant
ENSG00000124171	PARD6B	1.397796674587479	1.532834753297915	-0.13503807871043594	-10.25019269204048	1.2726918775469897e-12	1.5638486832998967e-10	Not significant
ENSG00000273802	H2BC8	1.7398312599723802	1.546962718077194	0.1928685418951861	8.409468719978777	1.272783250490385e-12	1.5638486832998967e-10	Not significant
ENSG00000165490	DDIAS	1.844453357980192	1.6651069510081076	0.17934640697208448	8.703616937383803	1.3105535649954998e-12	1.5997319202520233e-10	Not significant
ENSG00000058799	YIPF1	3.098500954058906	2.792985975255102	0.3055149788038043	10.324880612818365	1.3401273363792605e-12	1.625208969754485e-10	Not significant
ENSG00000213626	LBH	3.8654021416751783	4.622125431067673	-0.7567232893924944	-10.278763298420545	1.3568618155688948e-12	1.6348871785525597e-10	Lower in TB
ENSG00000260948		1.3376748009095225	1.4500966022949993	-0.11242180138547675	-8.990630186950257	1.374813976849684e-12	1.6404204492820048e-10	Not significant
ENSG00000186767	SPIN4	1.4573216092140489	1.5898632953724996	-0.13254168615845074	-8.936943533145483	1.3790212601053477e-12	1.6404204492820048e-10	Not significant
ENSG00000099622	CIRBP	4.481881556299193	4.950083097483264	-0.4682015411840714	-9.716926607737607	1.4143709770982168e-12	1.671822301790272e-10	Not significant
ENSG00000204386	NEU1	3.116263356218037	2.802911372673102	0.31335198354493476	10.562801653796697	1.4807684513280436e-12	1.739297584717141e-10	Not significant
ENSG00000081052	COL4A4	1.3595789297642675	1.5460086853784074	-0.18642975561413988	-9.239194649679375	1.528936166457371e-12	1.758275999150475e-10	Not significant
ENSG00000145391	SETD7	2.322021339719564	2.152577979375774	0.1694433603437897	8.683720063984817	1.5345844284725178e-12	1.758275999150475e-10	Not significant
ENSG00000131748	STARD3	3.644757196081281	3.496541094504517	0.14821610157676357	9.124193681201737	1.5306869428076035e-12	1.758275999150475e-10	Not significant
ENSG00000197385	ZNF860	1.1704796184949986	1.4338875534993527	-0.2634079350043541	-9.103305626862731	1.5240340465232577e-12	1.758275999150475e-10	Not significant
ENSG00000272841	MAP3K4-AS1	1.1515505963425006	1.2923657377692142	-0.14081514142671359	-9.297899703042413	1.5649944989357073e-12	1.7821851989099554e-10	Not significant
ENSG00000171634	BPTF	2.7521959754781076	2.922627293733119	-0.17043131825501145	-9.667054963277193	1.6649702805814568e-12	1.8845445430387447e-10	Not significant
ENSG00000167895	TMC8	4.365829033591753	4.898847346226788	-0.5330183126350345	-9.835587494797133	1.7294747441065248e-12	1.945763272345389e-10	Lower in TB
ENSG00000181652	ATG9B	1.8093531537106433	1.935432635015703	-0.12607948130505964	-8.357187426491077	1.7696087619420152e-12	1.9789948046724e-10	Not significant
ENSG00000164330	EBF1	1.4439462785173118	1.641348101232057	-0.19740182271474516	-9.070772400664163	1.8586793031895752e-12	2.066231825379078e-10	Not significant
ENSG00000214046	SMIM7	2.5382695225306477	2.3906530180293757	0.14761650450127206	9.256140781187007	1.875422523794315e-12	2.0725083464131733e-10	Not significant
ENSG00000137767	SQOR	4.25477463879926	3.686264337113165	0.5685103016860951	10.95709504968247	1.896038924942198e-12	2.0829660566012055e-10	Higher in TB
ENSG00000178947	SMIM10L2A	1.3119698237803215	1.4628580081494371	-0.15088818436911566	-8.335236769315888	1.9090370296504837e-12	2.0849810272369846e-10	Not significant
ENSG00000123353	ORMDL2	2.5104799605137753	2.3332864498089583	0.17719351070481704	9.448824261077815	1.9517994141389844e-12	2.119291038282539e-10	Not significant
ENSG00000148450	MSRB2	2.593725172300374	2.1675113944378817	0.42621377786249237	9.885967205910696	1.97372445464825e-12	2.1307097060699837e-10	Not significant
ENSG00000185973	TMLHE	2.1621728501021065	1.9978073518563488	0.16436549824575764	9.234843103575335	2.0050604844626467e-12	2.1398005490185366e-10	Not significant
ENSG00000162894	FCMR	3.944904442508622	4.748013909965869	-0.8031094674572472	-9.940484512550583	1.993732070990452e-12	2.1398005490185366e-10	Lower in TB
ENSG00000254901	BORCS8	2.9102219452093716	2.6088186896365144	0.3014032555728572	10.515836589757502	2.035689806668421e-12	2.1601444789397405e-10	Not significant
ENSG00000167526	RPL13	6.339242207696163	6.811389254228637	-0.4721470465324744	-8.97964076729469	2.134026566615071e-12	2.251699443960625e-10	Not significant
ENSG00000116106	EPHA4	1.7112308911560234	1.9128516966741227	-0.20162080551809924	-9.832336929423134	2.217108076348826e-12	2.3262196872972288e-10	Not significant
ENSG00000168421	RHOH	2.6843902890362226	3.0292243648937887	-0.3448340758575661	-10.323575181196114	2.2368547726184505e-12	2.3338268007498425e-10	Not significant
